행정구역,총인구수,연령구간인구수,2020년12월_계_0~9세,2020년12월_계_10~19세,2020년12월_계_20~29세,2020년12월_계_30~39세,2020년12월_계_40~49세,2020년12월_계_50~59세,2020년12월_계_60~69세,2020년12월_계_70~79세,2020년12월_계_80~89세,2020년12월_계_90~99세,2020년12월_계_100세 이상
경기도 안산시 상록구 안산동(4127161000),9106.0,9106.0,483.0,762.0,1155.0,937.0,1358.0,1871.0,1520.0,669.0,292.0,53.0,6.0
경기도 안산시 단원구 (4127300000),303027.0,303027.0,20936.0,29753.0,48336.0,41431.0,50280.0,58711.0,33527.0,12976.0,6135.0,879.0,63.0
경기도 안산시 단원구 와동(4127351000),38957.0,38957.0,2660.0,3952.0,6054.0,5149.0,7147.0,7521.0,3876.0,1689.0,791.0,112.0,6.0
경기도 안산시 단원구 고잔동(4127352500),21940.0,21940.0,1168.0,1921.0,4175.0,3172.0,3278.0,4109.0,2453.0,1089.0,519.0,54.0,2.0
경기도 안산시 단원구 중앙동(4127353200),25138.0,25138.0,1624.0,2167.0,5067.0,3890.0,3750.0,4535.0,2778.0,855.0,385.0,81.0,6.0
경기도 안산시 단원구 호수동(4127353500),44212.0,44212.0,3430.0,5244.0,7582.0,5526.0,7294.0,8925.0,4233.0,1214.0,648.0,112.0,4.0
경기도 안산시 단원구 원곡동(4127354500),6272.0,6272.0,287.0,319.0,493.0,633.0,1012.0,1628.0,1016.0,587.0,262.0,29.0,6.0
경기도 안산시 단원구 백운동(4127355500),18463.0,18463.0,1321.0,1785.0,2812.0,2463.0,2824.0,3714.0,2337.0,864.0,298.0,34.0,11.0
경기도 안산시 단원구 신길동(4127356500),22665.0,22665.0,1647.0,2505.0,3085.0,2949.0,4062.0,4308.0,2619.0,974.0,441.0,71.0,4.0
경기도 안산시 단원구 초지동(4127357000),47015.0,47015.0,3817.0,4816.0,7433.0,7231.0,8240.0,8163.0,4434.0,1846.0,887.0,141.0,7.0
경기도 안산시 단원구 선부1동(4127358000),17747.0,17747.0,1312.0,1427.0,2682.0,2925.0,2758.0,3316.0,2132.0,763.0,382.0,48.0,2.0
경기도 안산시 단원구 선부2동(4127359000),16498.0,16498.0,920.0,1604.0,2461.0,1865.0,2826.0,3674.0,1946.0,791.0,364.0,44.0,3.0
경기도 안산시 단원구 선부3동(4127360000),35320.0,35320.0,2441.0,3623.0,5774.0,4965.0,6138.0,6868.0,3559.0,1243.0,632.0,72.0,5.0
경기도 안산시 단원구 대부동(4127361000),8800.0,8800.0,309.0,390.0,718.0,663.0,951.0,1950.0,2144.0,1061.0,526.0,81.0,7.0
경기도 고양시 (4128000000),1079216.0,1079216.0,82122.0,105008.0,150925.0,142781.0,182400.0,194504.0,121324.0,61935.0,33052.0,4832.0,333.0
경기도 고양시 덕양구 (4128100000),476962.0,476962.0,38582.0,41513.0,62879.0,67900.0,78754.0,82749.0,56886.0,30417.0,14991.0,2077.0,214.0
경기도 고양시 덕양구 주교동(4128151000),15053.0,15053.0,572.0,1207.0,2121.0,1522.0,2168.0,3168.0,2353.0,1244.0,611.0,80.0,7.0
경기도 고양시 덕양구 원신동(4128152000),23720.0,23720.0,3122.0,1968.0,2269.0,4031.0,4290.0,3320.0,2777.0,1330.0,531.0,77.0,5.0
경기도 고양시 덕양구 흥도동(4128153000),45475.0,45475.0,5429.0,3957.0,5112.0,7689.0,8444.0,6468.0,4701.0,2491.0,1041.0,137.0,6.0
경기도 고양시 덕양구 성사1동(4128154000),21884.0,21884.0,1303.0,1861.0,3005.0,2542.0,3495.0,4241.0,2938.0,1579.0,802.0,108.0,10.0
경기도 고양시 덕양구 성사2동(4128155000),11522.0,11522.0,642.0,1073.0,1472.0,1274.0,1763.0,2126.0,1613.0,945.0,549.0,61.0,4.0
경기도 고양시 덕양구 효자동(4128156000),11634.0,11634.0,1593.0,829.0,1500.0,2440.0,1932.0,1560.0,998.0,495.0,224.0,43.0,20.0
경기도 고양시 덕양구 삼송동(4128157500),23032.0,23032.0,2314.0,1486.0,2738.0,4466.0,3766.0,3270.0,2723.0,1538.0,647.0,70.0,14.0
경기도 고양시 덕양구 창릉동(4128158000),21154.0,21154.0,2579.0,1520.0,2381.0,4705.0,3658.0,2664.0,2106.0,1059.0,399.0,70.0,13.0
경기도 고양시 덕양구 고양동(4128159000),30474.0,30474.0,2254.0,3154.0,3615.0,3334.0,5320.0,5073.0,4042.0,2454.0,1082.0,132.0,14.0
경기도 고양시 덕양구 관산동(4128160000),36711.0,36711.0,2148.0,2849.0,4354.0,4134.0,5760.0,6940.0,5793.0,3110.0,1375.0,206.0,42.0
경기도 고양시 덕양구 능곡동(4128161000),15670.0,15670.0,905.0,1231.0,2125.0,1807.0,2270.0,3176.0,2299.0,1188.0,564.0,93.0,12.0
경기도 고양시 덕양구 화정1동(4128162100),38097.0,38097.0,2022.0,3716.0,6242.0,4267.0,5923.0,7575.0,4098.0,2554.0,1504.0,180.0,16.0
경기도 고양시 덕양구 화정2동(4128162200),33457.0,33457.0,2648.0,3809.0,4642.0,4316.0,6258.0,5783.0,3094.0,1736.0,1035.0,132.0,4.0
경기도 고양시 덕양구 행주동(4128163000),19114.0,19114.0,721.0,1233.0,2856.0,2294.0,2762.0,4011.0,2964.0,1423.0,741.0,103.0,6.0
경기도 고양시 덕양구 행신1동(4128164000),22143.0,22143.0,1402.0,2079.0,3120.0,2758.0,3556.0,4254.0,2774.0,1366.0,738.0,91.0,5.0
경기도 고양시 덕양구 행신2동(4128165000),32404.0,32404.0,2268.0,2853.0,4990.0,4869.0,5017.0,6021.0,3384.0,1844.0,1014.0,135.0,9.0
경기도 고양시 덕양구 행신3동(4128165500),46041.0,46041.0,2763.0,4874.0,6973.0,5111.0,7495.0,9284.0,5188.0,2620.0,1496.0,233.0,4.0
경기도 고양시 덕양구 화전동(4128166000),26903.0,26903.0,3817.0,1687.0,2974.0,6080.0,4583.0,3348.0,2585.0,1181.0,520.0,111.0,17.0
경기도 고양시 덕양구 대덕동(4128167000),2474.0,2474.0,80.0,127.0,390.0,261.0,294.0,467.0,456.0,260.0,118.0,15.0,6.0
경기도 고양시 일산동구 (4128500000),299716.0,299716.0,20860.0,29625.0,45026.0,38431.0,51287.0,55775.0,32825.0,15627.0,8792.0,1406.0,62.0
경기도 고양시 일산동구 식사동(4128551000),35823.0,35823.0,3506.0,4768.0,4859.0,4042.0,7086.0,6375.0,3038.0,1373.0,659.0,112.0,5.0
경기도 고양시 일산동구 중산동(4128552000),47437.0,47437.0,3437.0,4493.0,7022.0,5542.0,7425.0,9203.0,5681.0,2747.0,1601.0,271.0,15.0
경기도 고양시 일산동구 정발산동(4128553000),23699.0,23699.0,1238.0,2106.0,4027.0,2911.0,3656.0,4476.0,2982.0,1442.0,743.0,112.0,6.0
경기도 고양시 일산동구 풍산동(4128554000),39180.0,39180.0,3223.0,4542.0,5404.0,4742.0,6856.0,6960.0,4178.0,2047.0,1062.0,162.0,4.0
경기도 고양시 일산동구 백석1동(4128555100),30869.0,30869.0,2039.0,2773.0,5014.0,4527.0,5051.0,5738.0,3345.0,1493.0,778.0,106.0,5.0
경기도 고양시 일산동구 백석2동(4128555200),20920.0,20920.0,884.0,1336.0,3461.0,3362.0,3756.0,3869.0,2315.0,1157.0,677.0,98.0,5.0
경기도 고양시 일산동구 마두1동(4128556000),24432.0,24432.0,1408.0,3290.0,3843.0,2280.0,4199.0,4811.0,2569.0,1182.0,721.0,120.0,9.0
경기도 고양시 일산동구 마두2동(4128557000),16621.0,16621.0,1236.0,2231.0,2281.0,1569.0,2991.0,3106.0,1561.0,849.0,683.0,112.0,2.0
경기도 고양시 일산동구 장항1동(4128558000),10848.0,10848.0,1382.0,947.0,1157.0,1705.0,1960.0,1885.0,1165.0,449.0,162.0,33.0,3.0
경기도 고양시 일산동구 장항2동(4128559000),26826.0,26826.0,1106.0,1596.0,5012.0,4816.0,4819.0,4788.0,2500.0,1254.0,827.0,105.0,3.0
경기도 고양시 일산동구 고봉동(4128560000),23061.0,23061.0,1401.0,1543.0,2946.0,2935.0,3488.0,4564.0,3491.0,1634.0,879.0,175.0,5.0
경기도 고양시 일산서구 (4128700000),302538.0,302538.0,22680.0,33870.0,43020.0,36450.0,52359.0,55980.0,31613.0,15891.0,9269.0,1349.0,57.0
경기도 고양시 일산서구 일산1동(4128751000),27718.0,27718.0,2005.0,2682.0,4010.0,3246.0,4363.0,5253.0,3292.0,1820.0,907.0,130.0,10.0
경기도 고양시 일산서구 일산2동(4128752000),18713.0,18713.0,928.0,1494.0,2795.0,1937.0,2594.0,4205.0,2729.0,1238.0,691.0,97.0,5.0
경기도 고양시 일산서구 일산3동(4128753000),36092.0,36092.0,2650.0,5858.0,4821.0,3523.0,7233.0,6521.0,3147.0,1351.0,837.0,146.0,5.0
경기도 고양시 일산서구 탄현동(4128754000),52173.0,52173.0,4620.0,5607.0,7557.0,7085.0,9259.0,9547.0,4586.0,2325.0,1375.0,208.0,4.0
경기도 고양시 일산서구 주엽1동(4128755000),28127.0,28127.0,1905.0,3267.0,3741.0,3272.0,4699.0,5024.0,3069.0,1725.0,1250.0,168.0,7.0
경기도 고양시 일산서구 주엽2동(4128756000),29344.0,29344.0,2029.0,3216.0,3842.0,3320.0,4879.0,5204.0,3230.0,1951.0,1457.0,207.0,9.0
경기도 고양시 일산서구 대화동(4128757000),36542.0,36542.0,2271.0,3082.0,6396.0,5366.0,5722.0,6832.0,3896.0,1877.0,954.0,139.0,7.0
경기도 고양시 일산서구 송포동(4128758000),21848.0,21848.0,1646.0,2288.0,3144.0,2922.0,3764.0,3989.0,2318.0,1107.0,594.0,74.0,2.0
경기도 고양시 일산서구 송산동(4128759000),51981.0,51981.0,4626.0,6376.0,6714.0,5779.0,9846.0,9405.0,5346.0,2497.0,1204.0,180.0,8.0
경기도 과천시 (4129000000),63231.0,63231.0,5175.0,6319.0,8732.0,8787.0,9526.0,11093.0,7524.0,3722.0,1917.0,383.0,53.0
경기도 과천시 중앙동(4129051000),11109.0,11109.0,819.0,988.0,1644.0,1486.0,1465.0,2067.0,1525.0,647.0,373.0,82.0,13.0
경기도 과천시 갈현동(4129052000),11020.0,11020.0,1278.0,1470.0,1205.0,1389.0,2097.0,1726.0,996.0,546.0,260.0,48.0,5.0
경기도 과천시 별양동(4129053000),10336.0,10336.0,631.0,1090.0,1674.0,1199.0,1354.0,2036.0,1240.0,605.0,404.0,90.0,13.0
경기도 과천시 부림동(4129054000),13102.0,13102.0,1168.0,1276.0,1863.0,2039.0,1885.0,2337.0,1435.0,649.0,368.0,77.0,5.0
경기도 과천시 과천동(4129055000),9733.0,9733.0,664.0,623.0,1314.0,1690.0,1440.0,1581.0,1406.0,695.0,277.0,40.0,3.0
경기도 과천시 문원동(4129056000),7931.0,7931.0,615.0,872.0,1032.0,984.0,1285.0,1346.0,922.0,580.0,235.0,46.0,14.0
경기도 구리시 (4131000000),197454.0,197454.0,15199.0,18151.0,27281.0,26372.0,32845.0,35772.0,24423.0,11744.0,4889.0,696.0,82.0
경기도 구리시 갈매동(4131051000),31453.0,31453.0,4625.0,2246.0,3338.0,6078.0,5732.0,4231.0,3279.0,1431.0,418.0,71.0,4.0
경기도 구리시 동구동(4131052000),38224.0,38224.0,2760.0,4017.0,5642.0,4630.0,6409.0,7273.0,4267.0,2095.0,985.0,140.0,6.0
경기도 구리시 인창동(4131053000),23541.0,23541.0,1764.0,2391.0,3371.0,3047.0,3983.0,4308.0,2642.0,1364.0,586.0,77.0,8.0
경기도 구리시 교문1동(4131054100),16392.0,16392.0,741.0,1093.0,2236.0,2034.0,2486.0,3249.0,2555.0,1328.0,558.0,86.0,26.0
경기도 구리시 교문2동(4131054200),22359.0,22359.0,1624.0,2779.0,3073.0,2530.0,3886.0,3948.0,2690.0,1213.0,537.0,73.0,6.0
경기도 구리시 수택1동(4131057000),17998.0,17998.0,738.0,1245.0,2784.0,2120.0,2593.0,3727.0,2845.0,1338.0,522.0,76.0,10.0
경기도 구리시 수택2동(4131058000),25609.0,25609.0,1330.0,2115.0,3816.0,3187.0,3740.0,5056.0,3760.0,1742.0,749.0,99.0,15.0
경기도 구리시 수택3동(4131059000),21878.0,21878.0,1617.0,2265.0,3021.0,2746.0,4016.0,3980.0,2385.0,1233.0,534.0,74.0,7.0
경기도 남양주시 (4136000000),713321.0,713321.0,64926.0,77268.0,85023.0,89472.0,130172.0,117021.0,83184.0,44796.0,18570.0,2666.0,223.0
경기도 남양주시 와부읍(4136025000),62502.0,62502.0,4158.0,7436.0,7848.0,6052.0,11152.0,11185.0,7630.0,4778.0,1937.0,295.0,31.0
경기도 남양주시 진접읍(4136025300),93126.0,93126.0,8365.0,11478.0,10556.0,10414.0,17484.0,15138.0,10930.0,5933.0,2500.0,312.0,16.0
경기도 남양주시 화도읍(4136025600),103885.0,103885.0,8872.0,11497.0,12211.0,12558.0,19718.0,17427.0,11824.0,6796.0,2592.0,357.0,33.0
경기도 남양주시 화도읍동부출장소(4136025700),14636.0,14636.0,1626.0,1273.0,1582.0,2221.0,2496.0,2286.0,1887.0,831.0,375.0,58.0,1.0
경기도 남양주시 진건읍(4136025900),24330.0,24330.0,1067.0,1932.0,3335.0,2331.0,3379.0,5210.0,4015.0,1960.0,950.0,138.0,13.0
경기도 남양주시 오남읍(4136026200),53618.0,53618.0,4033.0,6625.0,6697.0,5451.0,10269.0,9574.0,5734.0,3542.0,1499.0,190.0,4.0
경기도 남양주시 퇴계원읍(4136026500),29764.0,29764.0,1767.0,2607.0,4146.0,3348.0,4314.0,5745.0,4536.0,2217.0,972.0,103.0,9.0
경기도 남양주시 별내면(4136031000),19766.0,19766.0,1227.0,1979.0,2494.0,1810.0,3280.0,3645.0,2721.0,1730.0,750.0,110.0,20.0
경기도 남양주시 수동면(4136034000),9076.0,9076.0,359.0,571.0,820.0,762.0,1052.0,1804.0,1941.0,1136.0,491.0,130.0,10.0
경기도 남양주시 조안면(4136036000),4195.0,4195.0,198.0,244.0,404.0,425.0,531.0,771.0,881.0,476.0,223.0,39.0,3.0
경기도 남양주시 호평동(4136051000),50880.0,50880.0,5431.0,6721.0,5586.0,6151.0,10802.0,7459.0,4550.0,2904.0,1100.0,167.0,9.0
경기도 남양주시 평내동(4136052000),36643.0,36643.0,3279.0,5050.0,4473.0,4316.0,7453.0,5827.0,3402.0,1883.0,840.0,116.0,4.0
경기도 남양주시 금곡동(4136053000),18992.0,18992.0,740.0,1200.0,2514.0,2125.0,2291.0,3917.0,3532.0,1648.0,876.0,133.0,16.0
경기도 남양주시 양정동(4136054000),4620.0,4620.0,167.0,200.0,531.0,498.0,491.0,911.0,1077.0,489.0,225.0,23.0,8.0
경기도 남양주시 다산1동(4136054500),77068.0,77068.0,10223.0,7947.0,8928.0,13071.0,14890.0,10089.0,6957.0,3417.0,1335.0,196.0,15.0
경기도 남양주시 다산2동(4136056500),36282.0,36282.0,4843.0,3738.0,3841.0,5984.0,7285.0,5146.0,3366.0,1433.0,545.0,86.0,15.0
경기도 남양주시 별내동(4136057000),73938.0,73938.0,8571.0,6770.0,9057.0,11955.0,13285.0,10887.0,8201.0,3623.0,1360.0,213.0,16.0
경기도 풍양출장소 (4136200000),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
경기도 오산시 (4137000000),229725.0,229725.0,23784.0,24873.0,31321.0,38973.0,43237.0,33266.0,19943.0,9779.0,3998.0,509.0,42.0
경기도 오산시 중앙동(4137051000),36118.0,36118.0,4070.0,4237.0,4458.0,5619.0,6785.0,5393.0,3167.0,1606.0,696.0,81.0,6.0
경기도 오산시 남촌동(4137053000),20124.0,20124.0,931.0,1157.0,3785.0,4856.0,3700.0,2812.0,1728.0,810.0,306.0,33.0,6.0
경기도 오산시 신장동(4137054000),60851.0,60851.0,7142.0,6930.0,7112.0,9961.0,11565.0,8477.0,5585.0,2776.0,1149.0,142.0,12.0
경기도 오산시 세마동(4137055000),31988.0,31988.0,4055.0,3301.0,4097.0,6045.0,6042.0,4226.0,2624.0,1096.0,426.0,71.0,5.0
경기도 오산시 초평동(4137056000),16209.0,16209.0,1415.0,1974.0,2215.0,2376.0,3101.0,2503.0,1479.0,772.0,337.0,32.0,5.0
경기도 오산시 대원동(4137057000),64435.0,64435.0,6171.0,7274.0,9654.0,10116.0,12044.0,9855.0,5360.0,2719.0,1084.0,150.0,8.0
경기도 시흥시 (4139000000),500895.0,500895.0,48317.0,50147.0,69580.0,77446.0,90660.0,87624.0,47233.0,19517.0,8918.0,1357.0,96.0
경기도 시흥시 대야동(4139051000),44563.0,44563.0,3504.0,3619.0,6855.0,6891.0,6578.0,8600.0,5343.0,2010.0,988.0,165.0,10.0
경기도 시흥시 신천동(4139052000),36478.0,36478.0,1708.0,3299.0,5909.0,3924.0,5383.0,8165.0,4952.0,2095.0,904.0,119.0,20.0
경기도 시흥시 신현동(4139053100),10010.0,10010.0,465.0,765.0,1409.0,988.0,1349.0,2223.0,1633.0,752.0,365.0,53.0,8.0
경기도 시흥시 은행동(4139054000),52252.0,52252.0,6517.0,5454.0,6542.0,8897.0,9013.0,8437.0,4692.0,1774.0,791.0,131.0,4.0
경기도 시흥시 매화동(4139055000),12151.0,12151.0,707.0,1214.0,1658.0,1097.0,1965.0,2484.0,1636.0,875.0,448.0,63.0,4.0
경기도 시흥시 목감동(4139057000),42392.0,42392.0,6023.0,3353.0,4220.0,8506.0,7413.0,5763.0,4403.0,1827.0,746.0,124.0,14.0
경기도 시흥시 군자동(4139058100),22196.0,22196.0,1589.0,2229.0,2894.0,2723.0,3894.0,4112.0,2770.0,1301.0,592.0,82.0,10.0
경기도 시흥시 월곶동(4139058200),15995.0,15995.0,1422.0,1492.0,1834.0,2378.0,3200.0,2680.0,1752.0,837.0,345.0,51.0,4.0
경기도 시흥시 정왕본동(4139058900),20261.0,20261.0,1158.0,1134.0,3163.0,4050.0,4229.0,3780.0,1789.0,657.0,260.0,38.0,3.0
경기도 시흥시 정왕1동(4139059100),22479.0,22479.0,1322.0,1929.0,3736.0,3412.0,4598.0,4292.0,2080.0,746.0,311.0,51.0,2.0
경기도 시흥시 정왕2동(4139059200),31931.0,31931.0,2465.0,3595.0,5125.0,4342.0,6151.0,6133.0,2479.0,1036.0,546.0,57.0,2.0
경기도 시흥시 정왕3동(4139059300),22856.0,22856.0,1741.0,2134.0,3081.0,3197.0,4586.0,4533.0,2242.0,862.0,400.0,79.0,1.0
경기도 시흥시 정왕4동(4139059400),21343.0,21343.0,1656.0,2727.0,3587.0,2442.0,3859.0,4321.0,1560.0,729.0,422.0,39.0,1.0
경기도 시흥시 배곧동(4139059500),70787.0,70787.0,11030.0,7879.0,9092.0,14788.0,14519.0,8464.0,3582.0,1003.0,371.0,58.0,1.0
경기도 시흥시 과림동(4139062100),1922.0,1922.0,46.0,47.0,162.0,166.0,177.0,466.0,537.0,216.0,83.0,19.0,3.0
경기도 시흥시 연성동(4139063000),23903.0,23903.0,1752.0,2963.0,3691.0,2606.0,4295.0,4837.0,2075.0,1069.0,522.0,87.0,6.0
경기도 시흥시 장곡동(4139063100),30184.0,30184.0,3617.0,3945.0,3840.0,4536.0,6068.0,4885.0,1957.0,873.0,393.0,67.0,3.0
경기도 시흥시 능곡동(4139064000),19192.0,19192.0,1595.0,2369.0,2782.0,2503.0,3383.0,3449.0,1751.0,855.0,431.0,74.0,0.0
경기도 군포시 (4141000000),273791.0,273791.0,20630.0,26654.0,38232.0,38258.0,44520.0,48202.0,33359.0,15124.0,7532.0,1202.0,78.0
경기도 군포시 군포1동(4141051000),33793.0,33793.0,1994.0,2677.0,5457.0,4653.0,5085.0,6573.0,4533.0,1908.0,769.0,132.0,12.0
경기도 군포시 군포2동(4141052000),53722.0,53722.0,4710.0,6222.0,7252.0,7209.0,9247.0,9353.0,5974.0,2498.0,1064.0,180.0,13.0
경기도 군포시 산본1동(4141054000),16117.0,16117.0,662.0,856.0,2495.0,2202.0,2086.0,3085.0,2686.0,1350.0,591.0,96.0,8.0
경기도 군포시 산본2동(4141055000),27346.0,27346.0,2282.0,2790.0,3759.0,3537.0,4442.0,4822.0,3532.0,1383.0,674.0,121.0,4.0
경기도 군포시 금정동(4141056000),17449.0,17449.0,859.0,1188.0,2753.0,2342.0,2521.0,3520.0,2673.0,1100.0,418.0,66.0,9.0
경기도 군포시 재궁동(4141057000),19203.0,19203.0,1200.0,1458.0,2749.0,3206.0,2807.0,3171.0,2533.0,1282.0,685.0,107.0,5.0
경기도 군포시 오금동(4141058000),22206.0,22206.0,1954.0,2177.0,2849.0,3760.0,3823.0,3458.0,2312.0,1134.0,654.0,84.0,1.0
경기도 군포시 수리동(4141059000),16844.0,16844.0,1061.0,1633.0,2112.0,2126.0,2735.0,2954.0,2119.0,1205.0,789.0,105.0,5.0
경기도 군포시 궁내동(4141060000),21117.0,21117.0,1878.0,3140.0,2551.0,2232.0,4170.0,3567.0,1953.0,938.0,607.0,78.0,3.0
경기도 군포시 대야동(4141061000),20582.0,20582.0,2259.0,1755.0,2605.0,3735.0,3320.0,3270.0,2264.0,927.0,373.0,68.0,6.0
경기도 군포시 광정동(4141062000),25412.0,25412.0,1771.0,2758.0,3650.0,3256.0,4284.0,4429.0,2780.0,1399.0,908.0,165.0,12.0
경기도 의왕시 (4143000000),163795.0,163795.0,13162.0,14596.0,23532.0,22922.0,24616.0,29455.0,21419.0,9097.0,4226.0,722.0,48.0
경기도 의왕시 고천동(4143051000),14601.0,14601.0,898.0,985.0,2534.0,2622.0,1787.0,2066.0,2166.0,1029.0,425.0,86.0,3.0
경기도 의왕시 부곡동(4143052000),29623.0,29623.0,2230.0,2429.0,4175.0,4193.0,4434.0,5178.0,3786.0,2015.0,1031.0,139.0,13.0
경기도 의왕시 오전동(4143053000),37780.0,37780.0,2803.0,3891.0,4984.0,4725.0,5964.0,6863.0,5373.0,2157.0,864.0,150.0,6.0
경기도 의왕시 내손1동(4143054000),21252.0,21252.0,1548.0,2065.0,3341.0,2416.0,3195.0,4258.0,2686.0,1063.0,570.0,98.0,12.0
경기도 의왕시 내손2동(4143055000),23465.0,23465.0,2378.0,2108.0,3298.0,3577.0,3590.0,4187.0,2695.0,1014.0,521.0,92.0,5.0
경기도 의왕시 청계동(4143056000),37074.0,37074.0,3305.0,3118.0,5200.0,5389.0,5646.0,6903.0,4713.0,1819.0,815.0,157.0,9.0
경기도 하남시 (4145000000),293452.0,293452.0,30194.0,25139.0,36407.0,50109.0,51423.0,42068.0,35105.0,16178.0,5707.0,998.0,124.0
경기도 하남시 천현동(4145051000),7815.0,7815.0,361.0,424.0,992.0,1035.0,1051.0,1498.0,1523.0,609.0,262.0,52.0,8.0
경기도 하남시 신장1동(4145052000),6698.0,6698.0,303.0,410.0,1008.0,1024.0,940.0,1242.0,1024.0,513.0,199.0,29.0,6.0
경기도 하남시 신장2동(4145053000),45552.0,45552.0,3864.0,3900.0,5187.0,6723.0,7265.0,7109.0,6726.0,3430.0,1150.0,182.0,16.0
경기도 하남시 덕풍1동(4145054000),16325.0,16325.0,989.0,1134.0,2196.0,2348.0,2272.0,2928.0,2703.0,1255.0,428.0,59.0,13.0
경기도 하남시 덕풍2동(4145055000),19478.0,19478.0,1103.0,1217.0,2560.0,2984.0,2579.0,3505.0,3357.0,1509.0,554.0,101.0,9.0
경기도 하남시 덕풍3동(4145056000),25719.0,25719.0,2150.0,2568.0,3093.0,3402.0,4436.0,4156.0,3435.0,1728.0,637.0,104.0,10.0
경기도 하남시 풍산동(4145057000),30280.0,30280.0,4618.0,2915.0,3317.0,5620.0,5906.0,3848.0,2543.0,981.0,395.0,106.0,31.0
경기도 하남시 감북동(4145058000),2884.0,2884.0,87.0,153.0,353.0,385.0,390.0,588.0,531.0,262.0,110.0,19.0,6.0
경기도 하남시 감일동(4145058200),14102.0,14102.0,1965.0,1137.0,1661.0,2874.0,2332.0,1820.0,1424.0,615.0,232.0,35.0,7.0
경기도 하남시 위례동(4145058500),19210.0,19210.0,2580.0,1908.0,2167.0,3273.0,3729.0,2849.0,1891.0,603.0,174.0,34.0,2.0
경기도 하남시 춘궁동(4145059000),4045.0,4045.0,130.0,198.0,494.0,434.0,554.0,795.0,794.0,396.0,210.0,33.0,7.0
경기도 하남시 초이동(4145060000),3735.0,3735.0,176.0,174.0,485.0,493.0,473.0,760.0,729.0,296.0,134.0,13.0,2.0
경기도 하남시 미사1동(4145061000),49415.0,49415.0,5013.0,3846.0,8817.0,11563.0,9067.0,5159.0,3639.0,1688.0,517.0,104.0,2.0
경기도 하남시 미사2동(4145062000),48194.0,48194.0,6855.0,5155.0,4077.0,7951.0,10429.0,5811.0,4786.0,2293.0,705.0,127.0,5.0
경기도 용인시 (4146000000),1074176.0,1074176.0,100771.0,121165.0,137762.0,145303.0,200015.0,165072.0,106264.0,65624.0,27806.0,4189.0,205.0
경기도 용인시 처인구 (4146100000),257498.0,257498.0,21222.0,24883.0,34504.0,34006.0,43528.0,43270.0,31378.0,16025.0,7426.0,1178.0,78.0
경기도 용인시 처인구 포곡읍(4146125000),33300.0,33300.0,2317.0,3704.0,4791.0,3942.0,5976.0,5904.0,3696.0,1916.0,931.0,123.0,0.0
경기도 용인시 처인구 모현읍(4146125300),26202.0,26202.0,1943.0,2359.0,3349.0,3047.0,4452.0,4664.0,3605.0,1862.0,786.0,127.0,8.0
경기도 용인시 처인구 이동읍(4146125600),20265.0,20265.0,1586.0,1789.0,2135.0,2370.0,3334.0,3696.0,2959.0,1512.0,744.0,131.0,9.0
경기도 용인시 처인구 남사면(4146132000),23547.0,23547.0,3195.0,1870.0,1934.0,4227.0,4100.0,3112.0,2878.0,1494.0,622.0,109.0,6.0
경기도 용인시 처인구 원삼면(4146134000),8252.0,8252.0,326.0,575.0,743.0,731.0,1093.0,1616.0,1652.0,950.0,485.0,77.0,4.0
경기도 용인시 처인구 백암면(4146135000),8461.0,8461.0,239.0,509.0,867.0,728.0,1011.0,1602.0,1810.0,939.0,657.0,92.0,7.0
경기도 용인시 처인구 양지면(4146136000),19084.0,19084.0,1308.0,1946.0,2383.0,2408.0,3125.0,3388.0,2607.0,1187.0,609.0,113.0,10.0
경기도 용인시 처인구 중앙동(4146151000),24635.0,24635.0,1567.0,2199.0,4388.0,3150.0,3875.0,4209.0,2984.0,1473.0,672.0,105.0,13.0
경기도 용인시 처인구 역삼동(4146152000),44675.0,44675.0,4897.0,4435.0,7184.0,7418.0,7762.0,6374.0,3820.0,1886.0,763.0,126.0,10.0
경기도 용인시 처인구 유림동(4146153000),35949.0,35949.0,3159.0,4355.0,4852.0,4569.0,6798.0,6108.0,3369.0,1835.0,791.0,109.0,4.0
경기도 용인시 처인구 동부동(4146154000),13128.0,13128.0,685.0,1142.0,1878.0,1416.0,2002.0,2597.0,1998.0,971.0,366.0,66.0,7.0
경기도 용인시 기흥구 (4146300000),440835.0,440835.0,42799.0,50832.0,56781.0,59526.0,83883.0,66733.0,41167.0,26278.0,11085.0,1678.0,73.0
경기도 용인시 기흥구 신갈동(4146351000),38844.0,38844.0,3410.0,3604.0,5138.0,6238.0,6646.0,6236.0,3960.0,2404.0,1059.0,139.0,10.0
경기도 용인시 기흥구 영덕1동(4146351600),30729.0,30729.0,3524.0,3548.0,3839.0,4721.0,6017.0,4824.0,2555.0,1158.0,458.0,81.0,4.0
경기도 용인시 기흥구 영덕2동(4146351700),17623.0,17623.0,1891.0,1270.0,2480.0,3259.0,2759.0,2761.0,1690.0,755.0,594.0,161.0,3.0
경기도 용인시 기흥구 구갈동(4146352000),42070.0,42070.0,4354.0,3390.0,6708.0,7827.0,7109.0,6516.0,3530.0,1865.0,656.0,108.0,7.0
